Registre,Nom,Tipologia,Inscripció ,Capacitat,Adreça,Municipi,Districte,CP,Comarca,Telèfon,Titular,Qualificació,NIF
S09549,Rebost Comunitari del Casc Antic,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2017-12-19,0,"C.  Muntanyans, 1, local",Barcelona,1,08003,Barcelonès,,Fundació Roure,Entitat privada d'iniciativa social,G65616526
S00875,Residència Assistida Ricard Julià - Club d'Avis les Saleses,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1990-11-21,23,"C.  València, 263, 2on",Barcelona,2,08007,Barcelonès,934881341,Associació Club d'Avis Les Saleses,Entitat privada d'iniciativa social,G08869133
S05775,Pis núm. 6,Servei de llar amb suport temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2003-12-12,4,"C.  Providència, 2 Es.A, 6è 3ª",Sant Boi de Llobregat,,08830,Baix Llobregat,936402400,Hermanas Hospitalarias Sagrado Corazón de Jesus. Benito Menni complejo asistencial en salud mental,Entitat privada d'iniciativa social,R0801946E
S02148,Centre Ocupacional Sant Jordi,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),1993-06-23,120,"C.  Dr. Antoni Pujades, 42",Sant Boi de Llobregat,,08830,Baix Llobregat,936406350,Parc Sanitari Sant Joan de Déu,Entitat privada d'iniciativa social,R5800646A
S09000,Residència Mas Sauró,Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual,2015-03-25,56,"C.  Camí de Mas Sauró, 2-20",Barcelona,5,08017,Barcelonès,,Consorci de Serveis Socials de Barcelona,Entitat d'iniciativa pública,Q0801425J
S02583,Residència Santa Rosa,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1994-12-02,80,"C.  Álvarez de Castro, s/n",Mollet del Vallès,,08100,Vallès Oriental,935709192,Generalitat de Catalunya,Entitat d'iniciativa pública,S0811001G
S10195,Servei de Club Social (Mòdul A) Alba Jussà,Servei de club social (mòdul A / mòdul B),2019-10-11,18,"C.  Mestre Antoni Vicent, s/n (Vilamitjana)",Tremp,,25654,Pallars Jussà,,"Alba Jussà, SCCL",Entitat privada d'iniciativa social,F25843228
S02712,Servei de suport. Iglesia Evangélica Monte Carmelo,Servei de suport social als serveis socials especialitzats,1995-03-02,0,"C.  Feijoo, 2",Barcelona,7,08032,Barcelonès,938480578,Iglesia Evangélica Monte Carmelo. Comunidad Cristiana Maranatha,Entitat privada d'iniciativa social,R2900026B
S05193,Servei de teràpia ocupacional Astres,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),2002-06-03,32,"C.  Riu Cardener, 32",Girona,,17004,Gironès,972214404,Fundació Privada Astres,Entitat privada d'iniciativa social,G17695768
S08903,Servei d'ajuda a domicili de l'Ajuntament de Sant Feliu de Llobregat,Servei d'ajuda a domicili,2014-10-29,0,"Pça.Lluís Companys, 1 (Can Ricart)",Sant Feliu de Llobregat,,08980,Baix Llobregat,936858002,Ajuntament de Sant Feliu de Llobregat,Entitat d'iniciativa pública,P0821000G
S01451,Residència assistida de la Sènia,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1991-11-04,28,"C.  Jaume I, 42","Sénia, la",,43560,Montsià,977575349,Generalitat de Catalunya,Entitat d'iniciativa pública,S0811001G
S09724,Servei de distribució d'aliments Riudoms,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2018-09-18,0,"Pça.de l'Església, 2",Riudoms,,43330,Baix Camp,619651271,Cáritas Diocesana de Tarragona,Entitat privada d'iniciativa social,R4300214F
S05132,Centre de dia Alt Camp,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2002-04-11,45,"C.  Ruanes, 4",Valls,,43800,Alt Camp,977600292,Fundació privada Vilaniu per a l'atenció a la dependència,Entitat privada d'iniciativa social,G43932797
S05134,SSAPE TEB,Servei de suport social als serveis socials especialitzats,2002-04-11,0,"C.  Grau i Torras, 25",Barcelona,1,08003,Barcelonès,932215512,"Taller Escola Barcelona, S.C.C.L.",Entitat privada d'iniciativa social,F08388043
S05452,Servei de telealarma i teleassistència Ajuntament de l'Ametlla del Vallès,Servei de les tecnologies de suport i cura,2003-02-07,0,"Pça.de l'Ajuntament, 1","Ametlla del Vallès, l'",,08480,Vallès Oriental,938432501,Ajuntament de l'Ametlla del Vallès,Entitat d'iniciativa pública,P0800500A
S08826,Servei de tuteles Vella Terra (Malalts mentals),Servei de tutela per a persones amb malaltia mental,2014-06-18,0,"C.  Pujades, 350, 6è oficina A1",Barcelona,10,08019,Barcelonès,937273744,Fundació Privada Vella Terra,Entitat privada d'iniciativa social,G62813233
S05482,Centre de dia de la Residència Sant Jordi,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2003-03-13,15,"C.  del Gironès, s/n",Celrà,,17460,Gironès,972239657,"Residència Geriàtrica Sant Jordi, SL",Entitat privada d'iniciativa mercantil,B17691924
S07522,Centre de dia Senior Bellvis,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2009-08-18,20,"Av. Pla d'Urgell, 1",Bellvís,,25142,Pla d'Urgell,973565187,"Arrendadora D'Equipaments, SL",Entitat privada d'iniciativa mercantil,B25622077
S03081,Càritas Parroquial Palol-D'Onyar-Vila-Roja  (Girona),Servei de suport social als serveis socials especialitzats,1996-02-27,0,"Ctr.St. Feliu de Guixols, 40",Girona,,17004,Gironès,972211863,Càritas Diocesana de Girona,Entitat privada d'iniciativa social,R1700016G
S09305,Llar Residencial Sant Jordi,Servei de llar residència temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2016-07-18,26,"Av. Banys, 45",Castelldefels,,08860,Baix Llobregat,936642897,"Llar-residencial disminuïts psíquics, SL",Entitat privada d'iniciativa mercantil,B64544216
S08306,"Centre de dia ""Catite""",Servei de centre de dia per a gent gran de caràcter temporal o permanent,2012-05-02,15,"Psg.Garbí, 134",Castelldefels,,08860,Baix Llobregat,936651700,"Edificaciones y Hoteles, SL",Entitat privada d'iniciativa mercantil,B08107872
S04164,Llar-residència III d'ASPANIAS,Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,1999-01-26,10,"Av. Gran Via de les Corts Catalanes, 554, prl 1ª",Barcelona,2,08011,Barcelonès,933235446,"ASPANIAS, Associació de pares de persones amb retard mental",Entitat privada d'iniciativa social,G08400319
S02109,Residència Santa Eulàlia,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1993-06-09,18,"Av. Carrilet, 129-131, 1er","Hospitalet de Llobregat, l'",,08902,Barcelonès,933318082,"Llar d'avis Santa Eulàlia, SL",Entitat privada d'iniciativa mercantil,B62937537
S08645,Servicio de soporte a adicciones-Asociación Aunar,Servei de suport social als serveis socials especialitzats,2013-09-16,0,"C.  Vallromanes, 4",Vilanova del Vallès,,08410,Vallès Oriental,,null,null,null
S06825,Residència Les Alzines,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2007-05-30,151,"Av. Reina Maria Cristina, 17 (Antic hospital C. Roja)",Tarragona,,43002,Tarragonès,977251338,"Mayorex, SL",Entitat privada d'iniciativa mercantil,B63634539
S09890,Centre Ocupacional SOMRIU Girona,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),2019-02-13,16,"C.  Montnegre, 29, baixos A",Girona,,17006,Gironès,972428200,Consorci Sant Gregori,Entitat d'iniciativa pública,Q6755286I
S06400,Centre de dia Joaquina Redondo Muñoz,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2005-12-14,5,"C.  Major, 7-9",Banyoles,,17820,Pla de l'Estany,972581510,Joaquina Redondo Muñoz,Entitat privada d'iniciativa mercantil,40281977F
S01885,Centre d'Atenció Primària Ca N'Oriac,Servei bàsic d'atenció social,1993-01-08,0,"Pge.de Sant Bernat, 22",Sabadell,,08207,Vallès Occidental,937172574,Ajuntament de Sabadell,Entitat d'iniciativa pública,P0818600I
S06097,Serveis assistencials a domicili Médica Residencial,Servei d'ajuda a domicili,2004-12-16,0,"C.  Verdi, 142",Barcelona,6,08012,Barcelonès,933231667,"Médica Residencial, SL",Entitat privada d'iniciativa mercantil,B58650011
S05048,Centre de dia Agustí de Santa Cruz,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2001-12-27,8,"C.  Pont de Terme, 5",Sant Feliu de Codines,,08182,Vallès Oriental,938660045,Fundació Privada Agustí de Santacruz de Sant Feliu de Codines,Entitat privada d'iniciativa social,G08253213
S06884,Llar residència Can Canerons,Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,2007-07-31,18,"C.  Raval Sant Pere, 24",Ripoll,,17500,Ripollès,972700237,Fundació Privada MAP,Entitat privada d'iniciativa social,G17414905
S09087,Pis amb suport Loreto,Servei de pis amb suport per a persones amb drogodependències (baixa i alta intensitat),2015-08-06,8,"Ctr.del Santuari del Loreto, s/n",Tarragona,,43007,Tarragonès,977600519,Associació Egueiro,Entitat privada d'iniciativa social,G26039404
S01193,Centre de dia la Torrassa,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1991-04-24,50,"C.  Santiago Apòstol, 55-57","Hospitalet de Llobregat, l'",,08903,Barcelonès,934226239,Fundació Mare de Déu dels Desamparats,Entitat privada d'iniciativa social,R5800417G
S08448,"Centre de Dia Martin Ariza, SCP",Servei de centre de dia per a gent gran de caràcter temporal o permanent,2012-11-02,30,"C.  Frederic Mompou, 63",Sant Boi de Llobregat,,08830,Baix Llobregat,936305121,"Centre de Dia Martin Ariza, SCP",Entitat privada d'iniciativa mercantil,J65749749
S10615,Servei Prelaboral PAS JOVE de Girona,Servei prelaboral,2021-03-18,20,"C.  Universitat de Montpeller, 8",Girona,,17003,Gironès,972411159,Fundació Tresc,Entitat privada d'iniciativa social,G17397969
S00182,Residència Sagrada Família (servei de residència assistida),Servei de residència assistida per a gent gran de caràcter temporal o permanent,1988-11-10,53,"C.  Àngel Guimerà, 57",Matadepera,,08230,Vallès Occidental,937870725,Comunitat de Religioses de la Sagrada Família d'Urgell,Entitat privada d'iniciativa social,R0800956E
S07423,Servei de Suport a l'autonomia a la pròpia llar Fundació Onyar - La Selva - Disc. Psíquics,Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat intel·lectual,2009-04-23,0,"Ctr.de Sant Felíu de Guíxols, Km 5",Quart,,17242,Gironès,972469197,Fundació Privada Onyar-la Selva,Entitat privada d'iniciativa social,G17830050
S09899,Servei atenció domiciliària ASSIS-TOR,Servei d'ajuda a domicili,2019-02-20,0,"C.  Orís, s/n",Torelló,,08570,Osona,699586351,Brigida Presague Subirana,Entitat privada d'iniciativa mercantil,43628789C
S07584,Centre Residencial Maria Teresa Serra,Servei de centre residencial temporal o permanent per a persones amb discapacitat física,2009-10-20,12,"C.  Manígua, 66, 2on",Barcelona,9,08027,Barcelonès,933492532,Associació de Famílies per a l'Ajuda al Poliomelític,Entitat privada d'iniciativa social,G08348450
S04778,Centre de dia l'Aplec,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2001-02-21,30,"C.  Samuel Barrachina, 3",Sitges,,08870,Garraf,938110797,Ajuntament de Sitges,Entitat d'iniciativa pública,P0827000A
S05426,Centro de día de la Residencia la Ermita,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2002-12-23,6,"C.  Pintor Joaquim Suñé, 33 (Urb. la Coma)",Creixell,,43839,Tarragonès,977801113,"Residència la Ermita, SA",Entitat privada d'iniciativa mercantil,A43315928
S03540,Hospital Residència de la Vila de Moià (servei de residència assistida),Servei de residència assistida per a gent gran de caràcter temporal o permanent,1997-03-04,56,"Pça.de l'Hospital, 2",Moià,,08180,Moianès,938300269,Hospital Residència de la Vila de Moià,Entitat privada d'iniciativa social,G08748592
S05329,Centre geriàtric Can Boada,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2002-10-21,75,"C.  Pirineus, 9-13",Mataró,,08303,Maresme,937411139,"Vima Residencial, SL",Entitat privada d'iniciativa mercantil,B61185930
S03456,Centre d'Acollida Sara,Servei temporal de llar residència per a persones afectades pel virus  VIH/SIDA,1996-12-10,15,"Pça.Sant Salvador, 15",Sabadell,,08202,Vallès Occidental,937259004,Caritas Diocesana de Terrassa,Entitat privada d'iniciativa social,R0801934A
S00212,Residència geriàtrica Vell d'Or,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1988-12-19,22,"C.  Centre, 43",Alpicat,,25110,Segrià,973274313,Josep Maria Samarà Calveres,Entitat privada d'iniciativa mercantil,40897044P
S03509,Centre de dia - Hospital Sant Antoni Abat,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1997-02-13,10,"c.  Hospital, 52","Arboç, l'",,43720,Baix Penedès,977670307,Fundació Pública Municipal Sant Antoni Abat,Entitat d'iniciativa pública,P9301601B
S08190,Pis amb suport per a persones amb drogodependències Gran de Sant Andreu-I,Servei de pis amb suport per a persones amb drogodependències (baixa i alta intensitat),2011-11-29,3,"C.  Gran de Sant Andreu, 235, 2on",Barcelona,9,08030,Barcelonès,934156298,null,null,null
S03760,Servei de centre de dia de la Residència Vallès,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1997-10-15,1,"C.  Sol, 76",Sabadell,,08201,Vallès Occidental,937269418,"Seascer, SL",Entitat privada d'iniciativa mercantil,B60074739
S04005,Centre de serveis socials d'atenció primària del Poble Sec,Servei bàsic d'atenció social,1998-06-09,0,"C.  Poeta Cabanyes, 5-7",Barcelona,3,08004,Barcelonès,934434311,Ajuntament de Barcelona,Entitat d'iniciativa pública,P0801900B
S07818,Centre ocupacional El Trampolí,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),2010-07-14,21,"C.  Masifern, 2","Bisbal d'Empordà, la",,17100,Baix Empordà,972640148,Associació El Trampolí,Entitat privada d'iniciativa social,G17654989
S06529,Centre de dia Conxita Valls,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2006-06-23,14,"Ctr.de Rubí a Ullastrell, 94-98",Rubí,,08191,Vallès Occidental,936975049,"Asistencial Rubí, SLL",Entitat privada d'iniciativa mercantil,B61609152
S00587,"Incapacitació,Tutela,Orientac.i Diagnòstic-Ass.Pro Dism.Psiq.Sab.i Com",Servei de suport social als serveis socials especialitzats,1990-05-11,0,"c.  Montllor i Pujal, 89",Sabadell,,08208,Vallès Occidental,937171002,Associació Pro-Disminuïts Psíquics de Sabadell i Comarca,Entitat privada d'iniciativa social,G08705832
S03531,Servei ocupacional d'inserció TEAS,Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI),1997-02-28,18,"Rda.General Mitre, 202-204",Barcelona,5,08006,Barcelonès,932174763,Fundació TEAS,Entitat privada d'iniciativa social,G65086753
S10673,Centre de dia La Vostra Llar Terrassa,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2021-05-18,15,"C.  Puig Novell, 20",Terrassa,,08221,Vallès Occidental,931597885,La Vostra Llar Terrassa S.L,Entitat privada d'iniciativa mercantil,B67386276
S02969,Servei de suport. Parròquia de Sant Joan Baptista,Servei de suport social als serveis socials especialitzats,1995-11-08,0,"C.  Sacramento, 12",Sant Feliu de Llobregat,,08980,Baix Llobregat,936660318,Parròquia de Sant Joan Baptista,Entitat privada d'iniciativa social,R5800100I
S07496,ADOMO,Servei d'ajuda a domicili,2009-07-23,0,"C.  del Pirineu, 8",Salàs de Pallars,,25693,Pallars Jussà,666435901,Montserrat Erta Bosc,Entitat privada d'iniciativa mercantil,78077262J
S09546,Llar amb Suport Fundació els Tres Turons Can Travi 3,Servei de llar amb suport temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2017-12-19,3,"C.  Can Travi, 30 Bl.B, Sot (-1) 3a",Barcelona,7,08035,Barcelonès,934293210,Fundació Privada els Tres Turons,Entitat privada d'iniciativa social,G63027411
S08961,Servei de suport als serveis socials especialitzats AFALCA,Servei de suport social als serveis socials especialitzats,2015-01-26,0,"c.  Doctor Huguet, s/n",Alcarràs,,25180,Segrià,609886933,Associació de familiars de malalts d'Alzheimer i altres demències d'Alcarràs (AFALCA),Entitat privada d'iniciativa social,G25754425
S10526,Habitatges Tutelats Residencia Palau,Servei d' habitatge tutelat per a gent gran de caràcter temporal o permanent,2020-12-22,30,"Av. Catalunya, 264-266",Palau de Plegamans,,08184,Vallès Occidental,93147900,"Glolvi, SL",Entitat privada d'iniciativa mercantil,B62057880
S02375,"Llar-residència per a disminuïts ""El Vilar""",Servei de llar residència temporal o permanent per a persones amb discapacitat intel·lectual,1994-02-21,10,"C.  Extremadura, 22, bxs",Blanes,,17300,Selva,972330329,Fundació Privada Aspronis,Entitat privada d'iniciativa social,G17338492
